Date,Market,Brand,Store_ID,store,Channel,Sales,sales_LY,transactions,transactions_LY,budget,budget_LY,Average_Check,Average_Check_LY,Average_Check_Variance,Transactions_Variance,Sales_Variance,Home_Delivery_Channel_Aggregators_Sales,Home_Delivery_Channel_Americana_Assets_App_Sales,Home_Delivery_Channel_Americana_Assets_Web_Sales,Home_Delivery_Channel_Call_Center_Sales,Transactions_1,Home_Delivery_Channel_Aggregators_Transactions,Home_Delivery_Channel_Americana_Assets_App_Transactions,Home_Delivery_Channel_Americana_Assets_Web_Transactions,Home_Delivery_Channel_Call_Center_Transactions,Digital_Channel_App_HD_sales,Digital_Channel_App_Pickup_sales,Digital_Channel_Careem_sales,Digital_Channel_Chefz_sales,Digital_Channel_Chocofood_sales,Digital_Channel_ContactCenter_sales,Digital_Channel_Deliveroo_sales,Digital_Channel_Eat_easily_sales,Digital_Channel_Elmenus_sales,Digital_Channel_HungerStation_sales,Digital_Channel_Jahez_sales,Digital_Channel_Keeta_sales,Digital_Channel_Kiosk_sales,Digital_Channel_Mrsool_sales,Digital_Channel_Ninja_sales,Digital_Channel_Noon_sales,Digital_Channel_Others_sales,Digital_Channel_RAFEEQ_sales,Digital_Channel_Snoonu_sales,Digital_Channel_Talabat_sales,Digital_Channel_TMDONE_sales,Digital_Channel_ToYou_sales,Digital_Channel_Web_sales,Digital_Channel_Wolt_sales,Digital_Channel_Yandex_sales,Digital_Channel_Zomato_sales,Digital_Channel_App_HD_Transactions,Digital_Channel_App_Pickup_Transactions,Digital_Channel_Careem_Transactions,Digital_Channel_Chefz_Transactions,Digital_Channel_Chocofood_Transactions,Digital_Channel_ContactCenter_Transactions,Digital_Channel_Deliveroo_Transactions,Digital_Channel_EatEasily_Transactions,Digital_Channel_Elmenus_Transactions,Digital_Channel_HungerStation_Transactions,Digital_Channel_Jahez_Transactions,Digital_Channel_Keeta_Transactions,Digital_Channel_Kiosk_Transactions,Digital_Channel_Mrsool_Transactions,Digital_Channel_Ninja_Transactions,Digital_Channel_Noon_Transactions,Digital_Channel_Others_Transactions,Digital_Channel_RAFEEQ_Transactions,Digital_Channel_Snoonu_Transactions,Digital_Channel_Talabat_Transactions,Digital_Channel_TMDONE_Transactions,Digital_Channel_ToYou_Transactions,Digital_Channel_Web_Transactions,Digital_Channel_Wolt_Transactions,Digital_Channel_Yandex_Transactions,Digital_Channel_Zomato_Transactions,month_index,month_date,Event_Index,Sales_z,Sales_LY_z,Transactions_z,Transactions_LY_z,Average_Check_z,Average_Check_LY_z,Budget_z,Budget_LY_z,Sales_std,Sales_LY_std,Transactions_std,Transactions_LY_std,Average_Check_std,Average_Check_LY_std,Sales_std_1,Sales_LY_std_1,Transactions_std_1,Transactions_LY_std_1,Average_Check_std_1,Average_Check_LY_std_1,Budget_std,Budget_LY_std,Average_Check_Variance_z,Transactions_Variance_z,Sales_Variance_z,Sales_rolling_mean,Sales_LY_rolling_mean,Transactions_rolling_mean,Transactions_LY_rolling_mean,Average_Check_rolling_mean,Average_Check_LY_rolling_mean
2024-09-19,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,446.36,,32,,,,13.95,,,,,0.0,0.0,0.0,0.0,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-1.461459909325787,,-1.509480048279449,,0.1090570994070024,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,448.71714285714285,,37.714285714285715,,11.887142857142859,
2024-09-19,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,481.37,,38,,,,12.67,,,,,481.37,0.0,0.0,0.0,38,38,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,-0.6630840700567862,,-0.8207970219629233,,1.1976565202827785,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,469.54571428571427,,38.857142857142854,,12.098571428571429,
2024-09-20,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,1153.78,,85,,,,13.57,,,,,0.0,0.0,0.0,0.0,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-0.7266547702547862,,-0.7371535542979815,,-0.067766165322734,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,568.9614285714285,,45.57142857142857,,12.315714285714288,
2024-09-20,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,489.39,,43,,,,11.38,,,,,489.39,0.0,0.0,0.0,43,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,-0.6513736219318752,,-0.7444287414712788,,0.5334024744130902,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,550.4871428571428,,44.42857142857143,,12.20857142857143,
2024-09-21,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,1598.48,,110,,,,14.53,,,,,0.0,0.0,0.0,0.0,110,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-0.26473986066094646,,-0.3728486043067231,,0.378945240310285,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,720.4742857142857,,55.0,,12.662857142857144,
2024-09-21,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,1062.59,,85,,,,12.5,,,,,1062.59,0.0,0.0,0.0,85,85,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,0.18558758320514934,,-0.10293518534146501,,1.1101191654007265,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,820.2214285714286,,62.142857142857146,,12.961428571428572,
2024-09-22,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,1220.83,,90,,,,13.56,,,,,0.0,0.0,0.0,0.0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-0.6570091784214898,,-0.6642925642997298,,-0.07241940913141118,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,921.8285714285714,,69.0,,13.165714285714285,
2024-09-22,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,606.0,,53,,,,11.43,,,,,606.0,0.0,0.0,0.0,53,53,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,-0.4811048743201717,,-0.5916921804879898,,0.559148755260752,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,944.6342857142856,,72.0,,12.805714285714288,
2024-09-23,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,434.22,,34,,,,12.77,,,,,0.0,0.0,0.0,0.0,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-1.4740698643571997,,-1.4803356522801483,,-0.44002567001691717,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,937.8985714285715,,71.42857142857143,,12.819999999999999,
2024-09-23,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,413.04,,45,,,,9.18,,,,,413.04,0.0,0.0,0.0,45,45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,-0.7628565040187764,,-0.713881429274621,,-0.5994338828840537,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,832.0785714285714,,65.71428571428571,,12.192857142857141,
2024-09-24,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,300.14,,35,,,,8.58,,,,,300.14,0.0,0.0,0.0,35,35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,-0.9277080742559889,,-0.86661799025791,,-0.9083892530560018,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,805.0428571428572,,64.57142857142857,,11.792857142857143,
2024-09-24,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,851.02,,67,,,,12.7,,,,,0.0,0.0,0.0,0.0,67,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-1.041134999687282,,-0.9994531182916874,,-0.4725983766776583,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,698.2628571428571,,58.42857142857143,,11.531428571428574,
2024-09-25,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,203.22,,16,,,,12.7,,,,,203.22,0.0,0.0,0.0,16,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,-1.0692263575809722,,-1.156817456126159,,1.2131042887913754,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,575.4957142857143,,48.57142857142857,,11.56,
2024-09-25,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,695.06,,64,,,,10.86,,,,,0.0,0.0,0.0,0.0,64,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-1.2031324121007188,,-1.0431697122906385,,-1.3287952374742789,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,500.38571428571424,,44.857142857142854,,11.174285714285714,
2024-09-26,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,490.0,,45,,,,10.89,,,,,490.0,0.0,0.0,0.0,45,45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,-0.6504829269996812,,-0.713881429274621,,0.28108892210599906,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,483.8142857142857,,43.714285714285715,,11.097142857142858,
2024-09-26,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,553.79,,52,,,,10.65,,,,,0.0,0.0,0.0,0.0,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-1.3498711556993732,,-1.2180360882864423,,-1.4265133574565014,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,500.8957142857143,,46.285714285714285,,10.794285714285715,
2024-09-27,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Take Out,533.71,,41,,,,13.02,,,,,533.71,0.0,0.0,0.0,41,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1.1218406121813636,2024-09-01,1.1218406121813636,-0.5866595245632902,,-0.7749760536679366,,1.3778804862164147,,,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,391.5997002032918,,28.631291711201285,,1.3163441562586369,,,,,,,518.1342857142856,,45.714285714285715,,11.342857142857143,
2024-09-27,UAE,Peets Coffee,135106,MIRDIF CITY CENTER,Dine In,1606.07,,124,,,,12.95,,,,,0.0,0.0,0.0,0.0,124,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0.6358759109399562,2024-09-01,0.6358759109399563,-0.2568560419880946,,-0.1688378323116185,,-0.35626728146072617,,,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,386.2774760189685,,26.640240654793807,,1.4605710595753993,,,,,,,704.6957142857143,,58.42857142857143,,11.967142857142857,
